Model,Mileage,City,Year,Dealer,Price
Explorer,"28,605 Miles",Santa Monica,2021,Honda Santa Monica,"$31,000"
Escape,New,Upland,2022,Ford Of Upland,"$29,395"
F-350 Super Duty,New,Long Beach,2023,Ford Of Long Beach,"$68,521"
Edge,New,Oxnard,2023,Envision Ford Lincoln Of Oxnard,"$45,593"
Mustang Mach-E,New,Hawthorne,2023,South Bay Ford Lincoln,"$52,695"
Escape,New,Long Beach,2023,Ford Of Long Beach,"$32,933"
Transit,"51,931 Miles",Bellflower,2021,Best Buy Quality Cars,"$49,888"
F-550 Super Duty Chassis,"19,412 Miles",Pacoima,2000, Star Cars,"$39,995"
Fusion Hybrid,"128,000 Miles",Pasadena,2017,Fremont & Purdon Auto Sales,"$14,400"
Escape,New,Upland,2022,Ford Of Upland,"$31,035"
E-Series,"78,077 Miles",Fontana,2019,Dons Auto Center,"$42,500"
Fusion,"83,796 Miles",Bakersfield,2017,Auto Empire,"$14,999"
Mustang Mach-E,New,Hawthorne,2023,South Bay Ford Lincoln,"$61,090"
F-150,"62,667 Miles",Long Beach,2021,Ford Of Long Beach,"$39,988"
Ranger Chassis,New,Hawthorne,2021,South Bay Ford Lincoln,"$34,540"
F-150,New,Oxnard,2023,Envision Ford Lincoln Of Oxnard,"$47,105"
Explorer,"31,094 Miles",Hawthorne,2020,South Bay Ford Lincoln,"$30,888"
Explorer,New,Long Beach,2023,Ford Of Long Beach,"$46,490"
Explorer,New,Chino,2023,Chino Hills Ford,"$45,956"
Flex,"91,420 Miles",Pacoima,2015,Karplus Warehouse,"$15,442"
F-350 Super Duty,"3,590 Miles",Long Beach,2022,Ford Of Long Beach,"$64,188"
Ranger Chassis,New,Hawthorne,2021,South Bay Ford Lincoln,"$33,315"
Focus,"69,454 Miles",Corona,2017,CardinaleWay Volkswagen,"$13,339"
F-150,New,Buena Park,2023,Ken Grody Ford Buena Park,"$50,545"
F-150,"100,902 Miles",Bakersfield,2016,Standard Auto Sales,"$30,998"
F-150,"150,554 Miles",Fontana,2011,The Boss Motors,"$14,975"
Escape,"56,840 Miles",Newhall,2015,"Mountain Motors, Inc","$13,995"
F-150,New,Oxnard,2023,Envision Ford Lincoln Of Oxnard,"$64,755"
F-150,New,Chino,2023,Chino Hills Ford,"$68,176"
Mustang Mach-E,New,Hawthorne,2023,South Bay Ford Lincoln,"$48,290"
Mustang,New,Rowland Heights,2023,Puente Hills Ford,"$46,710"
Ranger Chassis,New,Hawthorne,2021,South Bay Ford Lincoln,"$33,315"
F-150,"49,360 Miles",Ontario,2020,Crown Toyota,"$46,993"
Transit,"51,365 Miles",Hawthorne,2020,South Bay Ford Lincoln,"$40,788"
F-150,"30,782 Miles",Chino,2019,Chino Hills Ford,"$33,748"
Explorer,"164,397 Miles",Bakersfield,2009,Auto Empire,"$8,999"
F-250 Super Duty,New,Hawthorne,2022,South Bay Ford Lincoln,"$58,345"
Mustang Mach-E,New,Buena Park,2023,Ken Grody Ford Buena Park,"$48,830"
Mustang,"23,115 Miles",Oxnard,2022,Mercedes-Benz Of Oxnard,"$29,988"
Bronco Sport,New,Hawthorne,2023,South Bay Ford Lincoln,"$32,805"
Bronco Sport,New,Buena Park,2023,Ken Grody Ford Buena Park,"$35,305"
F-250 Super Duty,"73,972 Miles",Fullerton,2019,Car Castle,"$49,995"
Expedition,New,Norco,2023,Hemborg Ford,"$83,805"
Fusion Energi,"21,992 Miles",Norwalk,2020,Budget Rent A Car - Sales,"$27,999"
Explorer,"75,696 Miles",Simi Valley,2020,Price Ford Of Simi Valley,"$33,849"
Explorer,New,Ontario,2023,Citrus Motors Ford And Kia,"$49,722"
F-250 Super Duty,New,Long Beach,2023,Ford Of Long Beach,"$60,816"
Explorer,"59,911 Miles",Valencia,2021,Audi Valencia,"$35,188"
Bronco Sport,"26,917 Miles",Anaheim,2021,McPeek Chrysler Dodge Jeep RAM Of Anaheim,"$29,687"
Fiesta,"156,045 Miles",Fullerton,2013,Auto Republic Fullerton,"$5,971"
Mustang Mach-E,New,Hawthorne,2023,South Bay Ford Lincoln,"$47,795"
Bronco,68 Miles,Oxnard,2023,Envision Ford Lincoln Of Oxnard,"$72,988"
F-150,New,Chino,2023,Chino Hills Ford,"$61,092"
F-150,New,Oxnard,2023,Envision Ford Lincoln Of Oxnard,"$76,825"
F-150,New,Long Beach,2023,Ford Of Long Beach,"$69,995"
F-150,New,Redlands,2023,Ken Grody Ford Of Redlands,"$75,968"
Bronco Sport,New,Long Beach,2023,Ford Of Long Beach,"$36,506"
F-550 Super Duty Chassis,"111,974 Miles",La Puente,2018,Atlantis Auto Sales,"$43,995"
Transit Connect,"5,429 Miles",Simi Valley,2022,Price Ford Of Simi Valley,"$35,988"
Mustang Mach-E,New,Hawthorne,2023,South Bay Ford Lincoln,"$47,795"
F-150,New,Chino,2023,Chino Hills Ford,"$54,117"
Mustang Mach-E,New,Hawthorne,2023,South Bay Ford Lincoln,"$47,795"
Escape,"2,081 Miles",Chino,2022,Chino Hills Ford,"$27,297"
Fusion,"108,610 Miles",Oxnard,2018,Envision Ford Lincoln Of Oxnard,"$17,788"
Flex,"163,246 Miles",Lamont,2009,CARKING,"$7,777"
F-250 Super Duty,New,Hawthorne,2022,South Bay Ford Lincoln,"$59,661"
Fusion,"52,712 Miles",Commerce,2020,Commerce Mitsubishi,"$20,250"
F-150,"24,929 Miles",Ontario,2021,Citrus Motors Ford And Kia,"$42,864"
F-250 Super Duty,New,Norco,2022,Hemborg Ford,"$62,095"
Edge,New,Oxnard,2023,Envision Ford Lincoln Of Oxnard,"$41,035"
Ranger Chassis,New,Hawthorne,2021,South Bay Ford Lincoln,"$34,150"
C-MAX Energi,"69,051 Miles",Bellflower,2016,STG Auto Group Of Bellflower,"$13,742"
F-250 Super Duty,New,Long Beach,2023,Ford Of Long Beach,"$60,816"
Bronco,"4,034 Miles",Buena Park,2022,Ken Grody Ford Buena Park,"$68,500"
F-150,"25,000 Miles",Norco,2022,Hemborg Ford,"$53,825"
Ranger,"60,037 Miles",Norco,2019,Hemborg Ford,"$35,199"
Explorer,"49,388 Miles",Redlands,2020,Ken Grody Ford Of Redlands,"$32,000"
Escape,"178,500 Miles",Santa Ana,2010,K&T Motor,"$5,950"
Ranger,New,Long Beach,2023,Ford Of Long Beach,"$46,896"
F-150,"43,467 Miles",Norco,2019,Hemborg Ford,"$40,822"
Ranger Chassis,New,Hawthorne,2021,South Bay Ford Lincoln,"$36,005"
Ranger Chassis,New,Hawthorne,2021,South Bay Ford Lincoln,"$33,315"
Transit,"43,886 Miles",Hawthorne,2016,Next Level Auto Center,"$37,913"
Explorer,New,Hawthorne,2023,South Bay Ford Lincoln,"$50,365"
Mustang,"43,583 Miles",Fullerton,2017,Auto Republic Fullerton,"$33,981"
Mustang Mach-E,New,Hawthorne,2023,South Bay Ford Lincoln,"$65,795"
Escape,New,Rowland Heights,2022,Puente Hills Ford,"$30,709"
F-250 Super Duty,New,Long Beach,2023,Ford Of Long Beach,"$58,950"
Transit,"35,185 Miles",Fontana,2021,Pacific Auto Center,"$57,995"
Bronco Sport,New,Lancaster,2022,Diamond Ford,"$38,905"
Escape,166 Miles,Norwalk,2022,Budget Rent A Car - Sales,"$30,999"
Explorer,,Corona,2016,Onq Auto Group Inc,"$21,900"
F-150 Lightning,550 Miles,La Habra,2022,Metro Auto OC,"$74,888"
Focus,"78,179 Miles",Orange,2018,Penningtons Auto Sales,"$12,995"
Transit,"78,226 Miles",Fontana,2019,Pacific Auto Center,"$37,995"
Bronco Sport,New,Hawthorne,2023,South Bay Ford Lincoln,"$32,805"
Flex,"58,652 Miles",Commerce,2019,Commerce Mitsubishi,"$24,995"
Ranger Chassis,New,Hawthorne,2021,South Bay Ford Lincoln,"$33,315"
F-250 Super Duty,New,Long Beach,2022,Caruso Ford,"$68,451"
F-150,New,Lancaster,2023,Diamond Ford,"$43,309"
Transit,"45,514 Miles",Long Beach,2019,Ford Of Long Beach,"$38,888"
Transit,"93,628 Miles",Pacoima,2019,Karplus Warehouse,"$31,922"
Mustang,New,Chino,2023,Chino Hills Ford,"$43,985"
Transit,"100,666 Miles",La Puente,2019,Atlantis Auto Sales,"$27,995"
Bronco Sport,New,Long Beach,2023,Ford Of Long Beach,"$37,040"
F-150,"223,272 Miles",Oxnard,2011,Envision Ford Lincoln Of Oxnard,"$13,988"
Focus,"50,150 Miles",Anaheim,2013,DC Motors,"$25,900"
Explorer,New,Buena Park,2023,Ken Grody Ford Buena Park,"$64,410"
F-150,New,Norco,2023,Hemborg Ford,"$50,012"
Ranger Chassis,New,Hawthorne,2021,South Bay Ford Lincoln,"$32,950"
Transit,"9,986 Miles",Hawthorne,2021,Next Level Auto Center,"$43,913"
Ranger Chassis,New,Hawthorne,2021,South Bay Ford Lincoln,"$34,540"
Escape,"3,845 Miles",Simi Valley,2022,Price Ford Of Simi Valley,"$31,810"
F-150,New,Chino,2023,Chino Hills Ford,"$72,695"
F-150,New,Oxnard,2023,Envision Ford Lincoln Of Oxnard,"$65,810"
F-150,"132,956 Miles",Woodland Hills,2007,Expo LA LLC,"$9,995"
Mustang Mach-E,New,Hawthorne,2023,South Bay Ford Lincoln,"$60,595"
Fusion,"45,938 Miles",Montclair,2019,STG Auto Group,"$18,349"
F-250 Super Duty,New,Chino,2023,Chino Hills Ford,"$81,197"
Mustang Mach-E,New,Rowland Heights,2023,Puente Hills Ford,"$59,795"
Ranger Chassis,New,Hawthorne,2021,South Bay Ford Lincoln,"$34,150"
Ranger Chassis,New,Hawthorne,2021,South Bay Ford Lincoln,"$33,315"
Taurus,"53,087 Miles",Bellflower,2019,STG Auto Group Of Bellflower,"$16,253"
Bronco Sport,New,Redlands,2023,Ken Grody Ford Of Redlands,"$42,500"
Ranger,New,Lancaster,2023,Diamond Ford,"$47,014"
Mustang Mach-E,New,Upland,2023,Ford Of Upland,"$60,830"
Ranger Chassis,New,Hawthorne,2021,South Bay Ford Lincoln,"$34,540"
Mustang Mach-E,New,Hawthorne,2023,South Bay Ford Lincoln,"$59,795"
F-350 Super Duty,New,Norco,2022,Hemborg Ford,"$44,555"
Fusion,"53,821 Miles",Norwalk,2018,Norwalk Toyota,"$15,988"
Escape,New,Hawthorne,2023,South Bay Ford Lincoln,"$30,840"
F-150,"44,342 Miles",Norwalk,2021,Budget Rent A Car - Sales,"$31,999"
Edge,New,Chino,2023,Chino Hills Ford,"$39,875"
Edge,New,Rowland Heights,2023,Puente Hills Ford,"$48,280"
F-150,New,Redlands,2023,Ken Grody Ford Of Redlands,"$82,565"
Bronco,"26,114 Miles",City Of Industry,2021,Puente Hills Chrysler Jeep Dodge Ram,"$51,988"
Escape,"50,951 Miles",Fontana,2018,Pacific Auto Center,"$18,995"
Ranger Chassis,New,Hawthorne,2021,South Bay Ford Lincoln,"$34,540"
Mustang Mach-E,New,Long Beach,2023,Ford Of Long Beach,"$53,035"
Maverick,"18,668 Miles",Rowland Heights,2022,Puente Hills Ford,"$28,743"
F-150,"95,186 Miles",Oxnard,2020,Envision Ford Lincoln Of Oxnard,"$30,788"
Explorer,"25,630 Miles",Lindsay,2020,Dealers Choice Inc. 1,"$31,999"
F-250 Super Duty,New,Long Beach,2023,Ford Of Long Beach,"$58,950"
Transit,"140,610 Miles",La Puente,2015,Atlantis Auto Sales,"$37,995"
F-150,New,Lancaster,2023,Diamond Ford,"$56,161"
Mustang Mach-E,New,Hawthorne,2023,South Bay Ford Lincoln,"$66,290"
F-150,New,Redlands,2022,Ken Grody Ford Of Redlands,"$80,110"
Mustang,"32,204 Miles",Redlands,2022,Ken Grody Ford Of Redlands,"$38,591"
Edge,New,Lancaster,2023,Diamond Ford,"$39,846"
Transit,"4,875 Miles",Fontana,2021,Pacific Auto Center,"$55,995"
Edge,"13,648 Miles",Woodland Hills,2020,Lexus Of Woodland Hills,"$28,991"
F-350 Super Duty,New,Chino,2023,Chino Hills Ford,"$79,167"
Expedition,"26,928 Miles",Redlands,2020,Ken Grody Ford Of Redlands,"$59,900"
Ranger Chassis,New,Hawthorne,2021,South Bay Ford Lincoln,"$34,150"
Focus,"52,349 Miles",Whittier,2014,Ocean Honda Of Whittier,"$17,258"
F-150,"43,175 Miles",Fontana,2021,Pacific Auto Center,"$34,995"
Explorer,New,Long Beach,2023,Caruso Ford,"$49,615"
F-150,New,Oxnard,2023,Envision Ford Lincoln Of Oxnard,"$46,685"
Escape,New,Rowland Heights,2023,Puente Hills Ford,"$43,725"
Explorer,"83,212 Miles",Bellflower,2017,STG Auto Group Of Bellflower,"$19,820"
Explorer,"114,538 Miles",Ontario,2018,CarTime,"$18,650"
Fusion Hybrid,"59,174 Miles",Simi Valley,2018,Price Ford Of Simi Valley,"$17,880"
F-150,"9,294 Miles",Fontana,2022,Pacific Auto Center,"$39,995"
Explorer,"27,179 Miles",Glendale,2020,Star Ford Lincoln,"$30,600"
Transit,"86,736 Miles",Long Beach,2021,Enterprise Van Sales,"$46,999"
F-150,"38,690 Miles",Fontana,2021,Pacific Auto Center,"$49,995"
Edge,New,Oxnard,2023,Envision Ford Lincoln Of Oxnard,"$48,215"
F-150,"99,545 Miles",Hesperia,2020,Executive Image Auto Group,"$24,995"
Explorer,"141,766 Miles",Corona,2010,Spectrum Motors,"$8,500"
Transit,"71,026 Miles",Bellflower,2020,Best Buy Quality Cars,"$39,888"
Bronco Sport,New,Buena Park,2023,Ken Grody Ford Buena Park,"$42,500"
F-150,"65,980 Miles",Long Beach,2020,Ford Of Long Beach,"$36,588"
Mustang Mach-E,New,Hawthorne,2023,South Bay Ford Lincoln,"$60,595"
Explorer,New,Long Beach,2023,Caruso Ford,"$51,788"
F-150,"81,316 Miles",Buena Park,2018,Ken Grody Ford Buena Park,"$52,500"
Fusion Hybrid,"49,395 Miles",Montclair,2019,STG Auto Group,"$18,750"
F-150,New,Ontario,2023,Citrus Motors Ford And Kia,"$60,161"
F-350 Super Duty,New,Oxnard,2023,Envision Ford Lincoln Of Oxnard,"$69,570"
Explorer,"4,841 Miles",Long Beach,2023,Caruso Ford,"$41,158"
Expedition,New,Ontario,2023,Citrus Motors Ford And Kia,"$78,286"
Ranger,"157,422 Miles",Victorville,2003,MIRACLE MOTOR CARS INC,"$7,995"
Transit Connect,"121,340 Miles",Pacoima,2015,Karplus Warehouse,"$15,302"
Explorer,"27,374 Miles",Buena Park,2021,Ken Grody Ford Buena Park,"$36,350"
F-150,New,Buena Park,2023,Ken Grody Ford Buena Park,"$67,685"
Focus,"81,024 Miles",Redlands,2017,Ken Grody Ford Of Redlands,"$20,000"
Escape,New,Hawthorne,2023,South Bay Ford Lincoln,"$30,340"
Transit,"71,964 Miles",Fontana,2019,Pacific Auto Center,"$38,495"
F-150,New,Lancaster,2023,Diamond Ford,"$44,038"
Taurus,"60,535 Miles",Bellflower,2019,STG Auto Group Of Bellflower,"$18,516"
Ranger,New,Long Beach,2023,Ford Of Long Beach,"$38,390"
Bronco Sport,New,Rowland Heights,2023,Puente Hills Ford,"$39,870"
Transit,"96,605 Miles",Redlands,2018,Ken Grody Ford Of Redlands,"$28,761"
Fusion,"69,957 Miles",Santa Ana,2016,IAuto,"$15,495"
Transit,"71,340 Miles",Long Beach,2018,M Motorsport,"$30,500"
Fiesta,"10,714 Miles",Corona,2017,Spectrum Motors,"$11,550"
Expedition,New,Rowland Heights,2023,Puente Hills Ford,"$70,715"
Explorer,"69,075 Miles",Montclair,2017,STG Auto Group,"$25,990"
Edge,New,Lancaster,2023,Diamond Ford,"$47,228"
F-250 Super Duty,"200,647 Miles",Fontana,2017,Dons Auto Center,"$27,750"
Ranger Chassis,New,Hawthorne,2021,South Bay Ford Lincoln,"$34,150"
EcoSport,"54,791 Miles",Corona,2020,Onq Auto Group Inc,"$19,900"
Flex,"101,574 Miles",Ridgecrest,2015,American Dream Auto Sales,"$15,990"
F-150,"122,434 Miles",Santa Ana,2016,Sunset Car Company Inc.,"$27,700"
Transit,"30,955 Miles",Bellflower,2021,Best Buy Quality Cars,"$59,888"
Mustang,New,Redlands,2022,Ken Grody Ford Of Redlands,"$43,145"
Explorer,New,Buena Park,2023,Ken Grody Ford Buena Park,"$53,465"
Expedition MAX,New,Long Beach,2023,Caruso Ford,"$85,810"
Bronco Sport,New,Hawthorne,2023,South Bay Ford Lincoln,"$34,685"
Explorer,"25,003 Miles",Cerritos,2022,Penske Chevrolet Of Cerritos,"$32,607"
Explorer,New,Rowland Heights,2023,Puente Hills Ford,"$61,455"
Fusion,"78,056 Miles",Montclair,2019,STG Auto Group,"$15,416"
F-150,New,Buena Park,2023,Ken Grody Ford Buena Park,"$77,335"
F-150,New,Lancaster,2023,Diamond Ford,"$52,490"
Transit,"18,851 Miles",Fontana,2020,Pacific Auto Center,"$43,995"
E-Series,"125,657 Miles",North Hollywood,2013,FJ Auto Sales,"$15,941"
F-350 Super Duty,"17,876 Miles",Fontana,2017,Pacific Auto Center,"$69,995"
Escape,"114,038 Miles",Norwalk,2014,Budget Rent A Car - Sales,"$11,999"
Fusion,"34,761 Miles",Canoga Park,2010,Friends Auto Group,"$10,995"
Transit,,Fontana,2015,Dons Auto Center,"$22,885"
Fusion,"100,157 Miles",Van Nuys,2014,Keyes Chevrolet,"$11,778"
Bronco Sport,New,Long Beach,2023,Caruso Ford,"$34,685"
F-150,"66,279 Miles",Fontana,2015,Pacific Auto Center,"$33,995"
F-150,"116,099 Miles",Fontana,2018,Dons Auto Center,"$20,878"
F-150,"99,604 Miles",Ridgecrest,2013,American Dream Auto Sales,"$23,990"
Explorer,New,Simi Valley,2023,Price Ford Of Simi Valley,"$54,190"
Transit,"26,926 Miles",Fontana,2021,Pacific Auto Center,"$58,995"
Mustang Mach-E,New,Hawthorne,2023,South Bay Ford Lincoln,"$52,795"
Ranger,"63,831 Miles",Ontario,2021,Crown Toyota,"$31,593"
Bronco Sport,New,Long Beach,2023,Ford Of Long Beach,"$43,320"
Fusion Hybrid,"38,453 Miles",Simi Valley,2014,Price Ford Of Simi Valley,"$15,980"
Fusion Hybrid,"131,313 Miles",Wilmington,2013,Regency USA Inc,"$9,885"
Explorer,New,Upland,2023,Ford Of Upland,"$63,165"
Fusion,"103,439 Miles",Pacoima,2020,Karplus Warehouse,"$14,632"
Bronco Sport,New,Hawthorne,2023,South Bay Ford Lincoln,"$33,115"
F-150 Lightning,New,Upland,2023,Ford Of Upland,"$100,852"
Transit,"45,679 Miles",Fontana,2021,Pacific Auto Center,"$49,995"
Transit,"45,550 Miles",Bellflower,2020,Best Buy Quality Cars,"$61,888"
Escape,"102,137 Miles",Inglewood,2018,Cal Auto Net,"$9,999"
F-250 Super Duty,"54,700 Miles",Glendora,2020,Glendora Chevrolet,"$45,900"
F-150,New,Chino,2023,Chino Hills Ford,"$72,125"
F-150,"3,300 Miles",Fontana,2023,Pacific Auto Center,"$58,995"
Transit,"126,577 Miles",La Puente,2015,Atlantis Auto Sales,"$21,995"
Transit Connect,"11,392 Miles",Hawthorne,2019,South Bay Ford Lincoln,"$34,988"
Escape Hybrid,"119,348 Miles",Burbank,2008,Stellar Auto,"$8,500"
F-150,New,Lancaster,2023,Diamond Ford,"$42,841"
F-150,New,Buena Park,2023,Ken Grody Ford Buena Park,"$55,045"
E-Transit,New,Ontario,2023,Citrus Motors Ford And Kia,"$57,760"
Explorer,"33,058 Miles",Riverside,2020,Riverside Chevrolet,"$33,000"
Mustang Mach-E,New,Hawthorne,2023,South Bay Ford Lincoln,"$66,830"
Transit,"33,424 Miles",Fontana,2019,Pacific Auto Center,"$51,995"
Escape,"69,297 Miles",Sherman Oaks,2016,RPM Motorcars,"$12,980"
Fusion,"149,443 Miles",Los Angeles,2013,Herrera Auto Sales,"$8,395"
Escape,New,Norco,2023,Hemborg Ford,"$34,145"
Bronco Sport,New,Hawthorne,2023,South Bay Ford Lincoln,"$34,685"
Edge,"64,493 Miles",Montclair,2020,STG Auto Group,"$21,056"
Fusion,"133,890 Miles",Montclair,2014,Royal Auto Dealer- Montclair,"$8,999"
Focus,"97,800 Miles",Long Beach,2015,Ava Auto Sales Long Beach,"$7,999"
Explorer,"21,636 Miles",Redlands,2020,Ken Grody Ford Of Redlands,"$32,800"
F-150,New,Upland,2023,Ford Of Upland,"$62,035"
Edge,New,Upland,2023,Ford Of Upland,"$46,349"
Escape,New,Rowland Heights,2022,Puente Hills Ford,"$30,709"
Mustang Mach-E,New,Oxnard,2023,Envision Ford Lincoln Of Oxnard,"$48,035"
C-MAX Hybrid,"87,661 Miles",Burbank,2018,Stellar Auto,"$14,250"
Fusion Energi,"126,450 Miles",Long Beach,2015,Ava Auto Sales Long Beach,"$9,495"
F-150,"116,418 Miles",Victorville,2018,Family Auto Sales,"$28,911"
Edge,New,Chino,2023,Chino Hills Ford,"$47,415"
Mustang,"23,366 Miles",Cerritos,2022,Penske Chevrolet Of Cerritos,"$30,995"
F-250 Super Duty,New,Hawthorne,2022,South Bay Ford Lincoln,"$59,661"
Mustang Mach-E,New,Upland,2023,Ford Of Upland,"$50,790"
Mustang Mach-E,New,Hawthorne,2023,South Bay Ford Lincoln,"$47,795"
Transit,"61,022 Miles",Norco,2018,Hemborg Ford,"$37,989"
F-150,"85,462 Miles",Santa Ana,2014,Sunset Car Company Inc.,"$29,999"
F-150,New,Oxnard,2023,Envision Ford Lincoln Of Oxnard,"$69,165"
Mustang Mach-E,New,Hawthorne,2023,South Bay Ford Lincoln,"$47,795"
Ranger Chassis,New,Hawthorne,2021,South Bay Ford Lincoln,"$32,950"
F-150,New,Buena Park,2023,Ken Grody Ford Buena Park,"$98,500"
F-250 Super Duty,New,Long Beach,2023,Ford Of Long Beach,"$60,816"
F-150,New,Oxnard,2023,Envision Ford Lincoln Of Oxnard,"$75,350"
Escort,"190,804 Miles",La Puente,2000,AUTOCARS Ltd.,"$2,755"
F-250 Super Duty,New,Buena Park,2022,Ken Grody Ford Buena Park,"$58,890"
F-150,"121,131 Miles",Fontana,2019,Dons Auto Center,"$31,999"
Mustang Mach-E,New,Chino,2023,Chino Hills Ford,"$64,790"
Ranger Chassis,New,Hawthorne,2021,South Bay Ford Lincoln,"$34,150"
Edge,New,Upland,2023,Ford Of Upland,"$41,294"
Expedition,New,Norco,2023,Hemborg Ford,"$72,330"
Ranger,"4,894 Miles",Sherman Oaks,2020,RPM Motorcars,"$33,980"
F-150,"66,176 Miles",Fontana,2020,Pacific Auto Center,"$41,995"
Edge,"95,935 Miles",Oxnard,2016,Envision Ford Lincoln Of Oxnard,"$16,832"
Edge,"99,503 Miles",Northridge,2017,Northridge Toyota,"$16,114"
Transit,"92,299 Miles",Santa Ana,2017,Sunset Car Company Inc.,"$29,700"
F-150,New,Ontario,2023,Citrus Motors Ford And Kia,"$77,130"
Fusion,"114,572 Miles",Westminster,2013,Sam's Motors,"$10,900"
Fusion Hybrid,"113,452 Miles",Montclair,2017,Royal Auto Dealer- Montclair,"$11,999"
Ranger Chassis,New,Hawthorne,2021,South Bay Ford Lincoln,"$34,150"
F-250 Super Duty,New,Chino,2023,Chino Hills Ford,"$83,803"
F-350 Super Duty,New,Oxnard,2023,Envision Ford Lincoln Of Oxnard,"$65,243"
F-150,"49,116 Miles",Bellflower,2019,STG Auto Group Of Bellflower,"$40,987"
Edge,New,Oxnard,2023,Envision Ford Lincoln Of Oxnard,"$41,000"
Bronco,"19,957 Miles",Fullerton,2021,Car Castle,"$51,995"
F-150,New,Upland,2023,Ford Of Upland,"$66,820"
F-150,"56,087 Miles",Ontario,2018,Vista Motors,"$31,000"
Mustang Mach-E,New,Rowland Heights,2023,Puente Hills Ford,"$49,695"
Expedition,New,Rowland Heights,2023,Puente Hills Ford,"$83,310"
Mustang,"62,998 Miles",El Monte,2014,Lucy Auto Sales,"$16,995"
Fusion Energi,"158,266 Miles",Pacoima,2014, Star Cars,"$11,995"
F-150,"3,229 Miles",Fontana,2021,Pacific Auto Center,"$61,995"
F-150 Lightning,New,Hawthorne,2023,South Bay Ford Lincoln,"$89,099"
F-150,New,Chino,2023,Chino Hills Ford,"$56,622"
F-150,"139,908 Miles",Pasadena,2015,Fremont & Purdon Auto Sales,"$20,450"
F-350 Super Duty,"53,163 Miles",La Puente,2020,Atlantis Auto Sales,"$63,995"
E-Transit,New,Hawthorne,2023,South Bay Ford Lincoln,"$62,445"
Transit,"47,119 Miles",Fontana,2021,Pacific Auto Center,"$65,995"
Explorer,"151,482 Miles",Fontana,2014,The Boss Motors,"$11,975"
Edge,New,Chino,2023,Chino Hills Ford,"$43,493"
Explorer,"77,657 Miles",Woodland Hills,2016,Lexus Of Woodland Hills,"$17,491"
Mustang Mach-E,New,Hawthorne,2023,South Bay Ford Lincoln,"$47,795"
F-150,New,Lancaster,2023,Diamond Ford,"$54,501"
F-150,"51,521 Miles",Fontana,2020,Pacific Auto Center,"$35,995"
Explorer,"12,998 Miles",Norwalk,2022,Budget Rent A Car - Sales,"$51,299"
Ranger,"36,125 Miles",Oxnard,2020,Envision Ford Lincoln Of Oxnard,"$32,988"
F-250 Super Duty,New,Buena Park,2022,Ken Grody Ford Buena Park,"$68,205"
Ranger Chassis,New,Hawthorne,2021,South Bay Ford Lincoln,"$36,395"
Ranger Chassis,New,Hawthorne,2021,South Bay Ford Lincoln,"$33,340"
F-150,"41,606 Miles",Palmdale,2019,Diamond Buick GMC Cadillac Palmdale,"$42,768"
F-150,"70,645 Miles",Riverside,2015,Alsbou Motors Riverside,"$24,999"
F-150,New,Buena Park,2023,Ken Grody Ford Buena Park,"$47,345"
Taurus,"127,564 Miles",Santa Ana,2002,K&T Motor,"$3,950"
